,experience 1,experience 2,experience 3,experience 4,experience 5,experience 6,experience 7,experience 8,experience 9,experience 10,experience 11,experience 12,experience 13,experience 14,experience 15,experience 16,experience 17,experience 18,experience 19,experience 20,experience 21,experience 22,experience 23,experience 24,experience 25,std,mean,median
gene 350,2074.81266,1974.38277,1514.20284,1745.87827,1371.32952,2441.95888,1865.93244,1310.41103,1106.41810,1575.55067,1362.58280,1869.02088,1804.13993,1595.09357,1188.92420,1438.60751,1783.48043,1731.80516,1823.92330,1281.29895,1984.17089,1258.82964,1838.47405,1390.69360,1410.10523,316.30081,1629.68109,1595.09357
gene 351,737.46446,541.83831,647.10387,430.94870,682.19397,616.06914,513.27013,433.17110,805.65744,630.08843,505.18822,487.20398,566.90387,345.35432,567.88494,549.27022,507.41402,527.80915,547.24663,524.90852,580.23652,665.94209,702.67167,611.01543,380.24552,106.56640,564.28403,549.27022
gene 352,716.95858,729.29172,565.27832,644.36977,560.63774,730.47053,541.53144,572.71132,710.73830,455.59811,542.09503,600.73575,511.09350,699.72724,468.89079,495.73881,619.06642,645.08307,574.04280,482.27522,616.92008,510.42889,550.50044,710.43075,516.37531,85.66494,590.83960,572.71132
gene 353,571.88150,761.86188,536.64744,635.91245,598.10467,962.27523,670.33622,727.79984,360.38919,705.38919,788.70438,539.56236,654.45717,907.08223,604.85856,682.78097,491.14514,522.92909,853.73899,681.08214,680.30103,577.15460,521.59777,577.93693,625.47807,132.40825,649.57628,635.91245
gene 354,1352.52829,1173.47463,1102.72070,1234.11549,1355.00433,1296.54893,1178.70244,1226.41358,1444.39173,1243.00487,1074.27699,1131.02005,1029.45131,1033.60877,1191.72075,1804.56854,998.35594,574.54113,847.84261,1028.86625,1392.37917,1218.57042,676.79472,1293.14056,1500.94136,249.38513,1176.11934,1191.72075
gene 355,1191.10300,1132.41893,1074.48369,1164.78364,1529.37835,1112.52199,991.43547,1278.81462,1420.95996,978.00440,942.78827,967.44571,809.00369,1115.36475,972.84812,1103.25107,763.47636,993.58238,1039.57383,989.52058,688.19940,1125.42618,789.05658,908.44598,874.04747,190.10351,1038.23738,993.58238
gene 356,360.86842,485.12973,686.19531,500.46817,490.66707,474.91365,360.97896,346.25880,444.88463,593.28796,548.03468,649.11715,607.69712,552.84885,617.21252,608.48301,465.63105,438.67535,463.10087,384.53473,498.98579,560.44845,497.99276,582.99212,580.32544,91.02768,511.98930,498.98579
gene 357,906.74286,1317.51852,835.71736,618.17413,772.21826,842.59294,1058.82886,831.67681,773.07496,869.41726,1243.44733,1541.63893,1104.27064,937.01822,788.59476,1073.65558,683.42953,989.79528,985.40903,1056.33503,594.06413,1009.64585,1200.57698,720.42006,1587.41261,252.31653,973.66704,937.01822
gene 358,2259.74243,2229.61802,1430.26293,1657.63972,997.18083,1426.08762,1621.25645,1872.72853,1680.17973,1797.83156,1142.27084,768.80013,1523.22265,1494.92088,1456.63643,1278.68021,1052.33846,1198.36873,1701.56147,1312.80439,1523.45067,1382.83246,1171.41222,1506.50592,1557.45575,338.86411,1481.75156,1494.92088
gene 359,1764.05393,1742.93311,1739.09541,1358.37575,1284.46124,1068.58416,1463.08112,1214.03663,1518.49463,2017.67545,1199.46948,1838.20239,1461.28835,1798.48016,1966.56954,1903.98879,1703.78190,1428.92623,1492.18353,1711.14159,1845.26650,1850.88122,1929.32968,1562.05669,1831.71617,259.98965,1627.76295,1711.14159
gene 360,292.44580,465.62710,520.70186,462.91131,347.96799,440.08497,468.47281,500.42579,443.07224,350.00149,429.13767,360.14571,269.62837,269.21334,395.77005,344.28389,365.92546,504.68559,352.49874,343.68157,227.46909,569.31700,416.32857,472.37691,449.82301,85.16412,402.47985,416.32857
gene 361,288.11394,333.71111,294.59770,228.81303,382.75803,202.82737,387.74750,277.25597,215.22500,370.92173,276.88063,284.50825,190.18177,274.01056,366.54702,311.74615,341.40764,261.69016,266.36545,284.35158,292.83602,302.64188,290.72958,316.99947,224.73535,52.79092,290.70412,288.11394
gene 362,1379.69277,1553.54498,1741.45868,1327.31996,1048.55364,1711.97209,1596.53600,1715.65952,1854.92783,2139.55430,1848.22083,1704.73902,1603.54452,1994.44303,1383.91038,1422.14249,2130.93953,2001.43402,1965.70683,1723.23006,1669.62686,2001.82750,1491.31658,1441.33010,1748.38213,265.43433,1688.00055,1711.97209
gene 363,584.57874,761.35156,969.36684,816.49877,395.18776,512.18733,614.58662,427.18800,811.78873,811.15926,899.33848,560.87195,555.25474,732.00161,823.83640,435.35461,484.93731,689.72357,548.17215,657.39624,750.91920,727.52252,487.83220,858.95214,734.96365,157.69082,666.03882,689.72357
gene 364,1642.11501,1354.58464,1131.29001,1583.03818,1137.68334,1192.96247,2006.88945,1396.19607,910.27077,1523.01415,1622.07462,1304.73724,1219.89021,1339.80465,1575.83677,1117.23730,992.39909,1470.29111,1595.27786,1729.15536,1228.16087,1379.72942,1520.83641,1302.66342,1056.42119,251.27583,1373.30238,1354.58464
gene 365,475.94765,655.63325,765.37944,873.39579,954.69395,703.30037,699.84521,951.69438,746.70643,1014.69350,919.73757,789.76547,730.87903,1002.77682,698.41848,595.73464,744.71186,706.98174,948.81775,657.63193,1155.41689,1166.61671,958.36100,591.08738,876.21658,172.45850,815.37775,765.37944
gene 366,866.13384,1331.95698,1143.41077,1041.72309,876.40462,637.94074,1200.07570,1059.32398,1081.89176,1451.71344,1714.27914,1566.05441,1203.16465,1161.87107,1340.27294,1469.48476,1294.11563,1124.06683,1441.62004,1369.14624,1151.58363,1517.43030,1246.92592,912.28478,1289.77083,241.25930,1219.70584,1203.16465
gene 367,533.72597,564.43031,505.15299,597.90261,665.51881,533.08327,431.59346,620.87739,514.66151,722.00237,472.98493,537.60356,516.35295,631.56177,525.17099,458.31667,635.48706,439.07831,465.61125,462.26657,551.72877,389.87627,543.29711,558.89087,521.28888,76.74815,535.93859,533.08327
gene 368,945.51876,1189.65784,1179.01302,1530.93326,1163.34522,1051.09762,1050.42000,1063.41689,770.94744,646.59796,996.81935,1476.47259,1041.00511,1291.42345,765.81799,703.49836,1014.45265,1022.63973,1134.81326,999.78894,1001.25954,1050.34858,1175.44814,1247.97653,917.28311,206.03321,1057.19981,1050.34858
gene 369,1164.27810,1053.95268,1180.10471,1029.00073,856.17252,1146.31974,1396.01116,931.96777,792.87089,1115.26035,1156.55723,1148.75401,923.74564,1322.63052,1296.73136,1276.38598,1258.77522,1155.84236,1414.52122,888.99085,1178.09063,1059.25241,1303.37000,1312.17022,1239.35828,165.23675,1144.04458,1156.55723
gene 370,2031.75125,1282.10194,1988.30261,2152.55977,1813.35011,1530.78042,1681.69851,1325.22619,2026.18536,2073.52060,2121.90120,1415.83924,2004.33201,1404.83405,1152.09569,1882.68345,2148.49305,1620.24214,1659.13691,1292.29399,1980.27411,2056.62658,2505.89126,1427.30700,906.00134,383.12318,1739.33715,1813.35011
gene 371,1663.29142,1732.93827,1902.89418,1656.93983,2487.90546,1815.45105,1480.78410,1328.73081,2198.13778,810.09874,2570.60785,1196.08043,1726.64522,1836.28385,2124.65684,1334.20154,1477.73001,1588.07886,2064.98552,1113.35804,1725.46704,1894.73886,2233.99572,1359.00787,1459.26806,414.00066,1711.29109,1725.46704
gene 372,1249.66518,2163.32492,1831.19499,1967.87489,1522.73939,1659.84541,1841.40454,1854.47890,1582.42046,1877.62961,1737.80616,1428.33855,1448.44751,1414.31891,1730.53470,1735.29979,1390.20195,1179.64426,1561.50106,1312.66049,1623.43826,1475.49676,1257.84402,1466.16980,1898.42981,246.83206,1608.42841,1582.42046
gene 373,769.88985,954.29449,630.29244,728.46879,942.87775,578.93893,900.21866,758.69241,898.94714,764.73913,973.68237,1108.18898,472.08547,871.41955,857.10204,926.12970,745.71416,829.36721,1140.88493,722.97930,764.23344,888.36703,867.30766,778.65831,711.83963,147.20421,823.41277,829.36721
gene 374,976.11679,1002.46464,1075.71711,1396.48868,1127.36775,1211.75018,951.15530,1508.55694,1018.55581,608.22598,1705.36478,1124.72940,1231.79996,1162.26599,1250.91709,1101.28172,1100.92091,599.22863,1280.86104,1193.44854,1059.58414,1450.69520,1420.71423,1007.06727,1449.59653,247.70947,1160.59498,1127.36775
gene 375,411.35466,239.72582,566.47562,374.46391,371.83295,425.85192,456.00017,557.36654,539.40703,372.33162,495.20139,683.52093,479.57388,489.27693,546.85138,397.71129,357.35584,410.68723,449.78641,450.08084,495.08726,376.28355,465.92753,413.55668,468.36234,86.67347,451.76295,450.08084
gene 376,776.59963,996.87094,878.34633,873.00851,717.56146,678.92167,1241.08297,788.96195,855.30263,675.68652,689.64665,340.20183,994.76484,663.22486,1055.26896,1014.96004,1136.34564,722.73745,1050.20418,1009.35073,901.52397,867.30448,755.77225,646.33811,875.03189,188.73276,848.20074,867.30448
gene 377,1426.73741,1149.06063,1733.64924,813.40780,1535.93220,1057.80551,1470.70285,1845.60543,1555.25547,1480.14451,1849.32159,1866.50549,1660.81213,1180.47990,1944.02296,1028.53892,1758.09153,1573.43652,1452.63558,1287.73415,1720.52462,1091.21588,1532.33729,1874.18421,1598.86586,300.97888,1499.48031,1535.93220
gene 378,112.53790,188.85663,150.36339,220.57909,160.51102,206.32817,234.23040,179.19836,127.68593,206.23619,201.48009,139.97021,189.35282,182.03431,206.11588,228.51685,150.29615,134.87057,190.61181,158.66134,150.97025,178.69019,197.54615,173.19475,189.54733,31.30047,178.33543,182.03431
gene 379,96.39790,95.21292,119.16903,119.48426,68.99876,112.65200,95.24327,99.81976,72.02220,89.82210,115.03608,81.28019,85.99203,99.19372,99.96540,95.55122,93.64750,91.63760,104.33402,104.44422,75.99719,101.76824,138.25284,89.96471,117.39110,15.68043,98.53113,96.39790
gene 380,1888.73753,2663.55161,2045.76207,2196.86497,1743.37440,2281.44008,1878.71611,1991.98581,1943.50730,1857.88948,2395.79675,2630.50464,2061.62890,2171.42091,1802.55719,1806.35414,2746.95612,1946.21704,1933.89039,1491.17970,1979.61831,2030.06216,2864.55900,1601.19551,1882.62385,343.59438,2073.45576,1979.61831
gene 381,1750.61504,1038.41062,1377.30451,1601.59092,1381.18084,1384.16540,1133.89376,1349.27148,1485.66985,1602.54661,1638.61975,1714.02018,691.74686,1351.49989,1779.38886,1386.03907,1908.06146,1073.15947,1523.24312,1715.91184,1327.61679,1208.75844,1500.34319,1209.38688,1319.93819,267.37387,1418.09532,1384.16540
gene 382,757.25506,1248.58015,911.27232,1130.16408,1143.58128,1051.40638,529.03536,855.96033,852.44803,907.43030,1012.45351,1325.74532,713.99700,1100.31748,719.64321,972.10463,1125.29350,1126.19759,677.78745,1029.13133,909.22276,827.24457,691.52674,852.49960,920.56737,191.12498,935.63461,911.27232
gene 383,456.85711,320.89568,415.76086,270.77604,424.98320,311.64689,443.18234,387.34430,522.77871,389.19319,260.82422,303.08597,362.72849,330.38524,280.62862,346.69950,301.33462,340.19187,389.79467,463.34028,395.43459,430.48868,449.74446,385.28301,463.75197,68.43381,377.88538,387.34430
gene 384,1546.13935,1785.84988,2006.95030,1967.57822,1802.96904,2083.26122,1537.17435,2420.57950,2018.92844,1905.34501,2066.43976,992.50224,1708.01592,1668.77788,1680.08650,1577.89070,1217.15696,1252.17982,2198.05619,1536.50600,1555.79877,1685.31504,2230.05199,1906.00250,1875.95839,326.18374,1769.02056,1785.84988
gene 385,1178.86136,1235.36252,1501.27570,1644.08183,1903.59960,1036.17846,2226.11150,1320.26270,1701.70888,1555.83629,813.30583,1827.22166,1140.08184,1439.47534,1687.27859,1734.52406,1732.06553,998.77518,1671.39031,1723.68335,1854.16257,1937.64461,1172.01149,1858.17261,1300.64628,342.63722,1527.74872,1644.08183
gene 386,740.80236,1287.09990,1049.27631,1281.21522,1190.47168,1163.33187,1182.53012,1451.06414,1271.03599,1334.83640,1535.43285,805.59904,1252.55276,1271.36704,1018.61582,1210.35376,1555.22703,1478.69013,953.90887,1161.53384,1244.24585,1146.51060,1398.74914,924.43367,1605.82392,217.70996,1220.58833,1244.24585
gene 387,74.93526,117.44608,90.66677,132.21606,94.51186,108.70258,92.04416,80.87180,78.36963,78.34277,88.35410,131.11974,96.29669,77.86838,92.04682,110.53695,66.92049,94.89112,85.95491,90.94751,84.10045,87.55680,92.76168,92.86759,68.32992,16.44436,92.34640,90.94751
gene 388,391.22007,439.67243,429.60733,464.67436,367.86936,340.91047,554.14719,394.66841,486.76619,510.47976,540.06766,396.71977,399.12925,566.19121,370.46935,393.38760,376.70808,493.09463,364.60085,423.88183,346.56489,421.73379,381.36273,395.43798,305.72546,67.59144,422.20363,396.71977
gene 389,725.30787,1214.46441,887.42875,1002.46662,1316.04430,779.64473,1191.11044,705.94516,481.81275,1074.08675,1026.59581,752.99742,598.66155,565.18939,558.12077,706.59891,695.65624,842.25795,759.31614,1020.23397,891.54568,898.90917,686.38868,955.80209,577.98329,217.38086,836.58275,779.64473
gene 390,1025.79757,688.17383,831.85451,753.60458,618.55166,1163.82141,474.70796,888.15258,698.62462,764.29257,812.85490,791.45930,755.75078,796.08667,904.03173,759.51687,633.26656,773.14330,466.85297,923.95936,605.31899,886.91335,822.99537,555.34972,780.67425,155.64920,767.03022,773.14330
gene 391,55.26655,78.88109,81.79845,55.00286,41.67664,71.93442,78.32427,76.86402,75.63376,65.91117,57.26502,59.07183,77.99128,54.68989,59.79912,79.66858,54.40147,79.99903,89.58824,64.90374,49.76707,49.31211,70.26637,86.35553,62.44523,12.82036,67.07271,65.91117
gene 392,2708.83521,1964.78967,1509.04812,2350.77641,1984.54674,1723.84150,2166.47451,2043.70937,1972.77263,1941.33413,1873.93074,2179.92629,1515.80560,2150.02576,1883.71521,1980.70381,1711.68412,2167.09809,1988.49926,1811.22515,1621.50452,2023.91370,2135.96336,1541.91604,1668.05933,272.04273,1944.80397,1972.77263
gene 393,1077.75426,919.05846,835.61850,1202.18292,1154.06313,1184.91327,1293.24089,1142.54836,1310.97467,1242.51136,1402.29436,1439.70475,1437.95174,1452.18238,1843.75118,1213.21507,1376.20980,1584.51853,1331.59138,1256.32911,1527.80469,1212.25750,1687.18312,1181.91610,1250.23061,216.64223,1302.40025,1256.32911
gene 394,1074.53783,1051.58020,869.50986,1273.40034,972.35911,1473.40483,1029.86335,377.54013,1386.77591,1406.10220,1392.39031,994.74528,1077.20946,932.01782,782.73390,1545.79483,1368.64696,1074.04548,1283.14334,1470.97352,1184.27280,1205.67471,1474.85405,1354.60245,1079.96055,263.08577,1165.44557,1184.27280
gene 395,1212.69633,990.18238,880.04738,1179.05403,1027.34672,642.42683,668.88252,1069.69556,997.33263,1218.70054,1273.93579,1256.43499,1543.91432,975.88965,1028.39697,1340.87199,1253.03488,913.66375,973.61455,1128.03206,954.28739,975.30782,811.45076,1091.02006,924.61882,200.68778,1053.23355,1027.34672
gene 396,1391.88655,1629.38248,1307.67146,1289.21658,900.40774,1197.73283,1219.83538,1177.17131,666.87442,1265.13512,1123.59413,997.21611,1051.16470,1497.45702,719.49172,704.83741,888.61741,1863.22004,1488.47080,1471.98085,821.93246,1480.72536,1102.42450,1199.26167,1497.78512,301.15849,1198.13973,1199.26167
gene 397,157.31816,227.54574,223.76991,255.69551,264.55706,213.03594,282.30060,301.05539,305.29168,241.76166,230.66041,287.72440,237.36380,286.17865,255.19334,245.97413,234.05046,192.78170,285.97682,231.24226,242.81623,305.78306,279.78069,255.38588,215.30778,35.73857,250.34205,245.97413
gene 398,1012.38453,593.27281,1059.24174,1231.82141,954.02351,1070.21075,659.28071,955.38277,752.91026,998.91664,801.42166,1096.88868,930.05027,363.08773,906.50556,609.61389,823.24875,956.81840,798.03788,1220.66033,1020.53191,1039.45394,1058.54597,479.21065,912.95961,214.07275,892.17921,954.02351
gene 399,1703.62088,1625.95638,1586.93089,1405.11888,1937.18747,1539.57303,1640.28024,2685.59789,1678.36028,1924.23224,1717.35866,2053.79037,1144.39333,1599.73500,1917.46827,1607.77474,1862.70207,1481.70828,2405.91760,1871.29801,1125.56839,1096.65799,2007.49567,2071.62453,2013.30264,362.30437,1748.14615,1703.62088
gene 400,2053.29693,1770.25027,2214.63436,2347.99209,1511.51355,1755.52711,1816.08664,1560.98987,1397.39888,2374.19995,1781.97305,1914.63675,1493.18678,2038.45515,2569.09679,1387.43041,1703.13496,2336.08358,2346.13739,2282.22236,1967.70136,1935.05299,1638.13799,1609.71067,1675.02441,334.89102,1899.19497,1816.08664
gene 401,118.31448,120.59010,82.68061,113.47703,143.42208,144.94428,124.38862,156.67151,109.35292,126.71966,124.96247,111.42321,86.02702,106.61880,129.29144,111.80678,82.42815,143.47258,133.89167,102.73022,100.96071,101.13284,130.43840,157.60328,93.77570,21.00111,118.28498,118.31448
gene 402,821.73996,1514.91395,1399.18459,1341.52027,1649.51330,1633.36210,1620.90946,1455.17644,1822.22660,1398.65580,2260.81194,1806.80810,1017.85363,1771.01885,1529.67177,882.99960,989.84969,1590.96521,1106.99029,1707.70230,1739.13041,2071.52356,1926.26833,1789.39773,1365.25468,354.40421,1528.53794,1590.96521
gene 403,1398.82754,1779.27995,1569.22694,1264.37730,1350.40769,1128.05260,1482.68988,1373.29578,1668.61731,1600.24534,1672.07237,1626.71272,864.60859,1405.39015,1881.46097,1853.73525,1338.33315,1485.83482,1544.92045,1695.21764,1543.52975,1430.21838,1540.23735,1970.08372,1512.24252,234.93449,1519.18473,1540.23735
gene 404,954.04130,1200.17934,1357.89955,1554.90150,1057.50732,1076.31706,1149.91071,764.90102,1351.32907,1367.15939,1394.74306,1534.79765,1099.33381,1123.08143,1079.66599,1948.90027,1249.84599,1596.69728,1421.98310,908.60743,1692.61518,1444.27260,1244.96677,1182.95855,1055.11205,262.25429,1272.46910,1244.96677
gene 405,44.20221,43.46507,53.06123,62.76058,59.64386,45.00022,54.15611,54.67736,42.16578,53.54052,50.48967,34.29918,50.01462,53.83978,57.83383,38.52374,42.18608,34.33981,61.96705,60.62883,53.39522,45.49773,39.55612,69.38944,46.80293,8.99689,50.05748,50.48967
gene 406,2257.13111,1705.91597,1068.75020,1273.46647,1848.33191,1080.72636,1608.16031,1923.53206,1088.33829,1541.13887,1705.19083,854.43018,1779.51446,1537.39516,1427.98422,1729.99833,2115.58940,1335.63086,1588.57969,1948.60840,1402.87485,1733.61856,2048.38380,1476.05161,1729.21304,342.25804,1592.34220,1608.16031
gene 407,1266.86756,2440.70576,2095.65186,1716.68430,1724.50437,1510.54469,1910.48792,1824.00734,1426.66308,2023.86328,1882.02350,1334.28078,1657.29775,1118.05032,2180.13193,1738.60673,2185.63153,2054.41096,1904.43227,1746.37077,2061.88798,1385.41081,1461.13308,1750.64915,1476.88731,321.06620,1755.08740,1746.37077
gene 408,938.25483,599.77919,810.82258,726.39379,868.09480,874.97114,1011.53601,1115.80822,997.85419,1451.50447,905.12573,459.98942,1133.36736,1148.45661,985.23753,860.10245,959.70532,671.99226,985.80857,790.16793,1116.89709,1056.16159,785.06940,926.81376,891.91076,196.98582,922.87300,926.81376
gene 409,229.83556,199.24164,156.52532,192.25925,134.54639,234.30472,155.51958,127.62682,145.20528,233.98862,251.05236,179.48991,199.41906,167.29382,198.79954,226.23756,122.80125,115.16229,160.61351,242.20151,241.91418,180.22883,170.53648,163.90149,161.73150,40.01284,183.61746,179.48991
gene 410,2239.84578,840.26644,1703.61071,1688.80582,1262.00077,1817.68595,1713.31631,1094.92687,1773.42742,1664.14233,1426.40239,1860.61267,2009.24141,1865.78358,1440.41638,1652.95167,2159.03931,1220.22693,1986.08121,1373.19784,1117.57282,2089.99819,1384.94367,1214.60218,1803.39256,357.38943,1616.09965,1688.80582
gene 411,383.13343,238.06781,231.95653,309.11136,269.18733,323.75298,257.02540,314.31969,278.71304,270.77797,286.60671,303.22819,334.24425,338.75390,338.57741,321.99083,199.23307,217.07597,341.50656,323.16531,245.60282,210.37241,232.03705,378.65154,303.81547,50.51259,290.03628,303.22819
gene 412,1485.04365,1431.80660,1722.87952,1779.83952,1578.92101,959.74350,1686.65219,1471.41598,1246.24674,1262.21032,1369.16730,1706.55872,1786.58206,1857.88042,1613.22751,1475.10772,2203.24254,1559.02401,1965.67837,1606.06650,1456.15784,1647.73496,1056.97044,1592.52156,1452.36712,263.90795,1558.92184,1578.92101
gene 413,1540.48143,1669.22616,1910.32537,1411.70382,1777.30225,1138.12760,1706.58663,1425.79381,1974.89865,1656.61332,1142.31654,2329.77713,1680.42579,1632.80611,1923.06645,1374.14092,1728.13741,1973.20179,1390.72647,2264.43046,1630.88063,2121.33045,1759.48425,1522.94745,1664.09971,296.90378,1693.95322,1669.22616
gene 414,1842.84854,1695.71016,1422.83917,2371.90655,1546.68066,2440.21884,1978.16364,2024.09952,1948.74223,2029.88538,2356.87362,2269.51008,2002.78886,1856.18994,2082.37257,1378.58877,1929.61746,1853.14510,2241.82497,2195.16969,1731.44374,2218.46954,2147.80693,2696.99611,1324.99352,334.99896,1983.47542,2002.78886
gene 415,1847.28385,1935.41373,1342.17429,1725.03025,1632.14314,1388.28196,1591.60991,1749.69744,1319.03080,1808.44631,1523.26627,1932.68779,1611.07557,1937.94505,1207.04813,2320.20310,2038.97500,985.57611,2194.66727,1889.15261,1904.70427,1155.39194,1384.41247,1702.72230,2167.08633,335.65348,1691.76104,1725.03025
gene 416,1737.42816,1722.54634,1830.17901,1415.28744,1579.67793,1726.51941,1509.26554,869.05944,1600.79784,1250.86848,1844.56974,1234.61795,1664.32519,1455.96657,1520.80491,993.23328,1165.51633,1422.07152,1733.05147,1577.93913,1349.60632,1911.99437,964.33608,1219.73297,1243.49550,282.19352,1461.71564,1509.26554
gene 417,2233.35385,1459.94185,1258.41836,1882.96902,1693.00696,1728.39150,1991.43246,1552.79404,1681.22787,1965.04332,1688.50488,1033.50601,1486.09085,1623.95956,866.21661,1812.28819,1402.34584,1183.90698,1310.94880,1779.53788,1543.20286,1942.20207,1738.07637,1633.57948,1889.14100,310.48812,1615.20346,1681.22787
gene 418,892.60657,1607.25437,1527.93432,1283.26205,749.81351,1055.20833,997.58457,1158.36595,1038.17506,1524.41582,1223.64112,1176.46510,1543.71843,1195.24521,1351.33381,1110.43838,790.74573,1762.04399,1249.05176,1026.40500,1718.26404,947.36830,947.79439,1221.03993,1477.29026,275.59609,1223.01864,1195.24521
gene 419,281.94964,325.49188,407.43091,350.59646,402.02713,448.24277,274.83924,490.72156,292.32219,348.59541,364.65354,336.32090,401.16212,355.98709,386.63608,430.65169,302.96274,451.10372,310.31012,394.85415,235.23268,331.14527,367.51133,317.90145,316.80001,60.44097,357.01800,350.59646
gene 420,1152.57971,1246.51322,1704.99608,1843.63061,1389.19186,1475.57425,1961.90032,1819.86416,1867.45321,1274.98883,1558.41892,2027.11891,2116.70768,1729.56921,1539.31307,1309.84449,1993.54656,1847.27817,2138.83896,1841.70755,887.77736,1445.88576,1225.32919,1861.78083,911.25940,354.71854,1606.84273,1704.99608
gene 421,2761.46846,1482.39574,2386.91459,2444.40394,1470.74934,2209.58560,1877.39866,1487.48786,2169.06156,1806.63675,1690.06216,1915.45298,1575.65624,1786.62008,1968.76753,2537.57232,1088.47347,2423.64043,1793.27829,2147.70767,1800.51773,1464.12517,2047.11061,1649.42844,1811.94161,392.40475,1911.85829,1811.94161
gene 422,29.84761,41.06242,29.97832,39.33634,31.54563,33.90319,37.24215,51.49285,30.10900,33.43248,37.13555,25.32544,38.45349,29.42206,20.48359,42.58259,34.50855,36.12855,30.35358,29.15029,27.36499,39.49813,46.97756,35.10236,33.28733,6.66473,34.54896,33.90319
gene 423,1288.24422,1213.18615,1174.95869,1384.59708,1485.67629,818.32844,1624.54416,1350.17848,1040.81952,995.38301,1435.28083,1132.57306,993.25053,1253.47459,1664.18915,1304.48937,754.77004,659.86010,842.29877,1234.02882,897.04709,1275.37918,1394.06096,1224.75396,906.53395,260.44432,1173.91626,1224.75396
gene 424,451.96366,337.66566,622.38631,475.51644,452.76750,554.18505,514.71925,283.21127,403.45612,290.40574,514.19486,253.59271,347.92917,523.57421,460.64457,512.30985,246.79354,523.32204,352.65077,614.39004,422.83976,298.70073,407.73868,591.36015,443.70974,109.49508,436.00111,451.96366
gene 425,1683.09562,1373.90529,1622.07229,2029.46273,1457.63595,1594.12017,1137.43933,1632.97690,1330.01653,1442.37619,1740.14911,1914.87065,1570.83293,1467.05275,1600.89973,1821.79700,2002.38516,1956.10298,1685.80951,1766.61881,1513.66271,1982.67877,1257.78909,1415.80541,1645.18660,234.66901,1625.78969,1622.07229
gene 426,198.73280,281.44248,248.25037,160.09669,203.16360,220.46086,232.83507,274.60795,252.36574,205.77794,225.36480,317.77947,250.27713,229.99615,259.68320,348.92818,154.38030,256.10787,303.04903,206.64252,263.33069,224.54452,160.22300,240.50691,273.25992,46.40545,239.67229,240.50691
gene 427,1768.56434,2002.24105,2042.67843,2068.22722,1304.24174,2126.11530,1406.04898,1897.82589,1169.18093,1617.99612,1817.46605,1778.75430,1497.35289,2029.63671,1820.01670,1380.65737,2011.15117,2180.83245,2145.35728,1482.94198,1745.69812,1787.57231,1766.18448,745.38047,1810.13403,338.57884,1736.09025,1787.57231
gene 428,914.08216,1024.30008,740.77685,825.65372,745.91596,859.01557,696.86284,903.44301,1066.73132,907.65050,1077.64673,886.78273,1030.91186,1205.50734,1134.60555,841.46271,955.58381,630.41926,996.68817,1183.03297,569.05521,1119.49403,1025.27212,754.78197,1449.30691,195.90996,941.79934,914.08216
gene 429,129.16404,107.64211,143.20064,148.33510,111.07575,162.19434,141.70408,130.73152,141.39557,111.69243,137.68959,96.95140,84.11005,93.85053,125.47246,142.02844,140.98027,124.07258,109.43663,132.39839,114.24243,144.00063,111.66784,119.30770,171.11241,20.66720,126.97828,129.16404
gene 430,1066.02436,1011.64994,1311.60011,709.92958,656.75715,1248.45465,915.08826,1342.57333,1135.37131,1241.77443,1043.07239,1156.57149,967.61025,1282.79570,1483.70528,1635.74593,1040.40077,1568.49574,1209.96017,825.60633,1462.93419,1382.42924,1675.55668,1268.75366,1064.54100,262.17707,1188.29608,1209.96017
gene 431,1895.02232,1627.16249,1471.66600,1188.92024,1612.78502,1357.82041,1182.87973,1176.44716,1428.32643,1411.53660,1571.82107,1513.24590,1258.32162,1909.54742,1676.63128,1878.11584,1255.62758,1688.91710,1730.70099,1532.19040,1749.34439,1507.48824,1516.37903,1735.87006,1506.41683,215.70506,1535.32737,1516.37903
gene 432,345.84060,447.43466,498.48502,783.23344,597.72845,305.21177,409.62784,654.42727,314.77391,807.67520,581.66656,530.66121,532.25868,358.38286,602.72375,516.69361,350.33332,683.98484,553.91646,646.78505,583.13945,417.99373,584.47352,575.62648,606.41431,133.91891,531.57968,553.91646
gene 433,1039.50907,751.72344,1145.38419,1208.93970,829.76702,1002.03542,1107.61523,1446.88922,1001.84134,949.02078,937.93688,828.25762,844.19731,554.55713,1468.63267,1023.56497,868.87586,1222.43083,879.74534,928.12538,1180.96670,786.98431,733.62583,1074.39132,839.86782,210.60603,986.19542,949.02078
gene 434,1684.94555,1972.72757,1782.29185,1616.70464,1240.87907,1944.36727,1421.34962,1926.14815,1140.55422,1528.69055,1912.41042,1843.50773,1068.04174,1627.20976,1370.41119,1351.12621,1092.33549,1433.81936,1756.41318,1267.11232,1651.04683,1633.72232,1163.56945,1220.89894,1459.20588,280.88073,1524.37957,1528.69055
gene 435,1395.75636,1387.41733,1188.00770,1249.39173,861.84609,1556.28100,978.43240,1071.45402,1082.12396,1027.65249,843.41031,1366.87234,906.16969,1264.49145,1183.07388,879.88335,1401.65131,1536.72373,884.37363,1346.88300,1053.94194,944.13782,998.70571,1194.52279,1506.28273,222.66246,1164.37947,1183.07388
